0060;AMELAND;681
0015;GROOTEGAST;1436
1701;WESTERVELD;3622
0081;LEEUWARDERADEEL;1720
0203;BARNEVELD;3576
0267;NIJKERK;3922
0321;HOUTEN;8936
0313;BUNSCHOTEN;3746
0281;TIEL;2630
0358;AALSMEER;1759
0534;HILLEGOM;1271
0479;ZAANSTAD;17774
0576;NOORDWIJKERHOUT;2588
0623;VLIST;751
0504;DIRKSLAND;721
0513;GOUDA;5119
0441;SCHAGEN;2690
0603;RIJSWIJK;2274
0537;KATWIJK;9368
0626;VOORSCHOTEN;1278
0687;MIDDELBURG;3688
0851;STEENBERGEN;3318
1724;BERGEIJK;3380
0297;ZALTBOMMEL;2944
0797;HEUSDEN;5674
0820;NUENEN CA;2424
0505;DORDRECHT;9568
0870;WERKENDAM;2629
0664;GOES;4703
1706;CRANENDONCK;2109
0707;ZEDERIK;2079
1709;MOERDIJK;3292
0866;WAALRE;1586
0879;ZUNDERT;2138
0268;NIJMEGEN;10629
0150;DEVENTER;13339
0200;APELDOORN;19442
0168;LOSSER;3342
0282;UBBERGEN;560
1586;OOST GELRE;5180
0269;OLDEBROEK;2654
0082;LEMSTERLAND;2031
0118;HOOGEVEEN;6824
0736;DE RONDE VENEN;4619
0327;LEUSDEN;2103
0402;HILVERSUM;7382
0352;WIJK BIJ DUURSTEDE;1896
0351;WOUDENBERG;653
0569;NIEUWKOOP;5211
0431;OOSTZAAN;1155
0568;BERNISSE;2516
0489;BARENDRECHT;5717
0556;MAASSLUIS;2944
0613;ALBRANDSWAARD;3274
0563;MOORDRECHT;489
0643;NEDERLEK;531
0375;BEVERWIJK;2706
0476;ZIJPE;1241
0458;SCHERMER;1083
0547;LEIDERDORP;4287
0546;LEIDEN;6491
0693;GRAAFSTROOM;482
1674;ROOSENDAAL;5739
0748;BERGEN OP ZOOM;7761
0844;SCHIJNDEL;4072
1721;BERNHEZE;5730
0860;VEGHEL;7716
0717;VEERE;3004
0718;VLISSINGEN;3033
0809;LOON OP ZAND;1867
1702;SINT ANTHONIS;2550
1655;HALDERBERGE;3377
0689;GIESSENLANDEN;2852
0744;BAARLE-NASSAU;1084
1723;ALPHEN-CHAAM;1659
0962;SCHINNEN;1100
0983;VENLO;9689
0918;HELDEN;3928
0957;ROERMOND;5165
0941;MEIJEL;821
0907;GENNEP;2470
1774;DINKELLAND;5592
1955;MONTFERLAND;6966
0163;HELLENDOORN;6125
0153;ENSCHEDE;21126
0158;HAAKSBERGEN;1895
0196;RIJNWAARDEN;1140
1734;OVERBETUWE;6372
0213;BRUMMEN;2931
0944;MOOK EN MIDDELAAR;369
1730;TYNAARLO;3472
0064;BOLSWARD;2016
1680;AA EN HUNZE;3455
0058;DONGERADEEL;2734
0710;WUNSERADIEL;726
0083;MENALDUMADEEL;2233
1663;DE MARNE;1664
0022;LEEK;2946
0088;SCHIERMONNIKOOG;226
0344;UTRECHT;16473
1581;UTRECHTSE HEUVELRUG;6289
0342;SOEST;3129
0353;IJSSELSTEIN;3149
0307;AMERSFOORT;12939
1696;WIJDEMEREN;4156
0312;BUNNIK;1510
0406;HUIZEN;4668
0236;GELDERMALSEN;2635
0394;HAARLEMMERMEER;11858
1507;HORST AAN DE MAAS;6151
0393;HAARLEMMERLIEDE CA;1170
0450;UITGEEST;2223
0852;WATERLAND;2745
0580;OOSTFLAKKEE;1588
0588;KORENDIJK;1407
0559;MIDDELHARNIS;2479
0542;KRIMPEN AAN DEN IJSSEL;2049
0499;BOSKOOP;929
0396;HEEMSKERK;4076
0405;HOORN;12602
0880;WORMERLAND;1195
0366;ANNA PAULOWNA;1726
1783;WESTLAND;14990
1672;RIJNWOUDE;3036
0846;SINT-OEDENRODE;3028
0758;BREDA;13214
1659;LAARBEEK;3224
0824;OISTERWIJK;4350
0678;KAPELLE;1389
0845;SINT-MICHIELSGESTEL;5403
0214;BUREN;4664
0756;BOXMEER;4404
0815;MILL EN SINT HUBERT;1721
1684;CUIJK;6400
0888;BEEK;2728
0905;EIJSDEN;2093
0917;HEERLEN;10617
0934;MAASBREE;1755
0986;VOERENDAAL;1316
0935;MAASTRICHT;12844
0994;VALKENBURG AAN DE GEUL;1836
0928;KERKRADE;3849
0965;SIMPELVELD;1973
0202;ARNHEM;8912
0265;MILLINGEN AAN DE RIJN;757
0274;RENKUM;2318
0301;ZUTPHEN;5181
0047;VEENDAM;2021
0063;HET BILDT;1356
1731;MIDDEN-DRENTHE;4508
1651;EEMSMOND;1730
0072;HARLINGEN;1288
0070;FRANEKERADEEL;2542
0074;HEERENVEEN;4506
0109;COEVORDEN;5992
0024;LOPPERSUM;1689
0091;SNEEK;3669
0079;KOLLUMERLAND CA;1506
0056;ZUIDHORN;1845
0098;WESTSTELLINGWERF;2819
0053;WINSUM;2257
0007;BELLINGWEDDE;877
0340;RHENEN;1356
1883;SITTARD-GELEEN;14122
0335;MONTFOORT;1667
0050;ZEEWOLDE;2204
0308;BAARN;2212
0425;NAARDEN;2688
0331;LOPIK;1682
0339;RENSWOUDE;510
0632;WOERDEN;4685
0363;AMSTERDAM;28336
0228;EDE;9521
0392;HAARLEM;8911
0437;OUDER-AMSTEL;1936
0457;WEESP;1990
0473;ZANDVOORT;873
0439;PURMEREND;5542
0502;CAPELLE AAN DEN IJSSEL;5725
0595;REEUWIJK;1692
0497;BODEGRAVEN;2859
0617;STRIJEN;1048
1525;TEYLINGEN;5307
0373;BERGEN NH;4321
0498;DRECHTERLAND;3579
0478;ZEEVANG;1564
0400;DEN HELDER;6294
0448;TEXEL;1897
1926;PIJNACKER-NOOTDORP;7607
0483;ALKEMADE;2929
0482;ALBLASSERDAM;1872
0847;SOMEREN;3309
1652;GEMERT-BAKEL;3722
0861;VELDHOVEN;5034
0828;OSS;10074
0794;HELMOND;7762
0716;THOLEN;2694
0743;ASTEN;2251
0610;SLIEDRECHT;2404
0545;LEERDAM;1918
0984;VENRAY;7206
0981;VAALS;914
0160;HARDENBERG;7115
0148;DALFSEN;4294
0166;KAMPEN;6221
0232;EPE;4219
1708;STEENWIJKERLAND;6005
0037;STADSKANAAL;3882
0171;NOORDOOSTPOLDER;6190
0090;SMALLINGERLAND;4268
0003;APPINGEDAM;878
0025;MARUM;1324
0059;ACHTKARSPELEN;5022
1661;REIDERLAND;622
0086;OPSTERLAND;3674
0085;OOSTSTELLINGWERF;2467
1896;ZWARTEWATERLAND;3415
0184;URK;2164
0018;HOOGEZAND-SAPPEMEER;3376
0017;HAREN;1600
0279;SCHERPENZEEL;1858
0333;MAARSSEN;5052
0381;BUSSUM;4140
0317;EEMNES;1114
0451;UITHOORN;3110
0599;ROTTERDAM;39877
0622;VLAARDINGEN;9276
0600;ROZENBURG;1736
0491;BERGAMBACHT;1460
0766;DONGEN;6282
0361;ALKMAAR;5579
0420;MEDEMBLIK;4856
0398;HEERHUGOWAARD;7133
0415;LANDSMEER;1308
0383;CASTRICUM;4480
0462;WIERINGEN;1312
0579;OEGSTGEEST;2502
0575;NOORDWIJK;3324
1667;REUSEL-DE MIERDEN;2700
0654;BORSELE;2242
0858;VALKENSWAARD;4567
1676;SCHOUWEN-DUIVELAND;3261
0796;S HERTOGENBOSCH;11408
0798;HILVARENBEEK;2358
1771;GELDROP-MIERLO;4387
0823;OIRSCHOT;3957
0753;BEST;4674
0755;BOEKEL;965
0694;LIESVELD;1266
0523;HARDINXVELD-GIESSENDAM;1434
0642;ZWIJNDRECHT;4936
0590;PAPENDRECHT;2946
1658;HEEZE-LEENDE;2446
0946;NEDERWEERT;2023
0936;MARGRATEN;2453
0893;BERGEN LB;2704
0275;RHEDEN;3897
0293;WESTERVOORT;1841
1735;HOF VAN TWENTE;5646
0668;WEST MAAS EN WAAL;2280
0141;ALMELO;7178
1773;OLST-WIJHE;2052
1740;NEDER-BETUWE;1813
0244;HATTEM;1689
0653;GAASTERLAN-SLEAT;1572
0080;LEEUWARDEN;8443
1699;NOORDENVELD;4283
0014;GRONINGEN;16194
0765;PEKELA;1459
0104;NYEFURD;1267
1690;DE WOLDEN;2858
0119;MEPPEL;3041
0065;DANTUMADEEL;3356
0093;TERSCHELLING;321
0355;ZEIST;5089
0356;NIEUWEGEIN;6096
0222;DOETINCHEM;5964
1729;GULPEN-WITTEM;3195
0345;VEENENDAAL;6211
0376;BLARICUM;991
0209;BEUNINGEN;3961
0384;DIEMEN;10552
0397;HEEMSTEDE;3121
0362;AMSTELVEEN;5228
0372;BENNEBROEK;711
0585;BINNENMAAS;3563
0584;OUD-BEIJERLAND;3190
0608;SCHOONHOVEN;1150
0589;OUDEWATER;900
0614;WESTVOORNE;1561
0627;WADDINXVEEN;3832
0611;CROMSTRIJEN;901
0511;GOEDEREEDE;1884
0501;BRIELLE;2076
0644;OUDERKERK;667
0364;ANDIJK;1000
0432;OPMEER;2183
0463;WIERINGERMEER;1352
0416;LANGEDIJK;4668
0532;STEDE BROEC;1732
0412;NIEDORP;1757
0459;WERVERSHOOF;1100
0629;WASSENAAR;1402
0503;DELFT;8044
0553;LISSE;2504
0645;JACOBSWOUDE;2180
0772;EINDHOVEN;16015
0988;WEERT;6193
0715;TERNEUZEN;6122
0874;WOUDRICHEM;2682
0785;GOIRLE;2665
1695;NOORD BEVELAND;798
0840;RUCPHEN;3002
0512;GORINCHEM;4147
0873;WOENSDRECHT;1886
0784;GILZE EN RIJEN;2863
1671;MAASDONK;1789
0777;ETTEN-LEUR;3312
0856;UDEN;7763
0865;VUGHT;2357
0938;MEERSSEN;2231
1669;ROERDALEN;2780
0885;ARCEN EN VELDEN;1012
0296;WIJCHEN;5457
0177;RAALTE;7658
0221;DOESBURG;1452
0183;TUBBERGEN;5459
0285;VOORST;3616
0197;AALTEN;2909
0193;ZWOLLE;10213
0246;HEERDE;2703
0225;DRUTEN;2881
0299;ZEVENAAR;4002
0737;TYTSJERKSTERADIEL;3942
0052;WINSCHOTEN;1182
0114;EMMEN;14631
0051;SKARSTERLAN;3103
0005;BEDUM;939
0009;TEN BOER;1181
0140;LITTENSERADIEL;869
1987;MENTERWOLDE;1604
0311;BREUKELEN;2051
0243;HARDERWIJK;3164
0310;DE BILT;3361
0233;ERMELO;3126
0034;ALMERE;10514
0620;VIANEN;1789
0484;ALPHEN AAN DEN RIJN;8436
0612;SPIJKENISSE;7221
1842;MIDDEN-DELFLAND;3291
0567;NIEUWERKERK AD IJSSEL;2366
0531;HENDRIK-IDO-AMBACHT;3309
0395;HARENKARSPEL;2592
0365;GRAFT-DE RIJP;1010
0399;HEILOO;2381
0638;ZOETERWOUDE;1080
0304;NEERIJNEN;1877
0263;MAASDRIEL;3314
0855;TILBURG;15509
0757;BOXTEL;3961
0770;EERSEL;3816
0703;REIMERSWAAL;1763
0848;SON EN BREUGEL;1716
1719;DRIMMELEN;3362
0788;HAAREN;1447
0882;LANDGRAAF;2864
1711;ECHT-SUSTEREN;4130
1640;LEUDAL;5862
0993;MEERLO-WANSSUM;1549
0964;SEVENUM;1498
0899;BRUNSSUM;1982
0881;ONDERBANKEN;1035
0289;WAGENINGEN;2919
0189;WIERDEN;4400
0294;WINTERSWIJK;6241
0230;ELBURG;2692
0241;GROESBEEK;3451
1700;TWENTERAND;5567
0147;BORNE;2032
0175;OMMEN;1638
0303;DRONTEN;3718
1742;RIJSSEN-HOLTEN;3468
0173;OLDENZAAL;4765
0055;BOARNSTERHIM;2682
0106;ASSEN;6181
0683;WYMBRITSERADIEL;2388
1681;BORGER-ODOORN;3212
0180;STAPHORST;1744
0039;SCHEEMDA;1383
0040;SLOCHTEREN;1718
0010;DELFZIJL;2529
0048;VLAGTWEDDE;1406
1722;FERWERDERADIEL;1578
0302;NUNSPEET;2079
0995;LELYSTAD;5253
0216;CULEMBORG;2759
0417;LAREN;601
0273;PUTTEN;3955
0329;LOENEN;942
0453;VELSEN;5668
0424;MUIDEN;824
0377;BLOEMENDAAL;783
0530;HELLEVOETSLUIS;3690
0606;SCHIEDAM;7393
1621;LANSINGERLAND;6552
0597;RIDDERKERK;4355
1666;ZEVENHUIZEN-MOERKAPELLE;511
1598;KOGGENLAND;3473
0388;ENKHUIZEN;832
0385;EDAM-VOLENDAM;4422
0370;BEEMSTER;1655
0518;S GRAVENHAGE;21795
0637;ZOETERMEER;9262
1916;LEIDSCHENDAM-VOORBURG;8681
1714;SLUIS;3041
1685;LANDERD;3195
0779;GEERTRUIDENBERG;1827
0677;HULST;2972
0762;DEURNE;3989
0867;WAALWIJK;7325
1728;BLADEL;2997
0733;LINGEWAAL;1952
0786;GRAVE;1858
0571;NIEUW-LEKKERLAND;481
0826;OOSTERHOUT;5529
0738;AALBURG;2024
0808;LITH;1569
0951;NUTH;2168
0889;BEESEL;1892
0971;STEIN;3158
1641;MAASGOUW;3852
0929;KESSEL;714
1876;BRONCKHORST;7102
1509;OUDE IJSSELSTREEK;6659
1705;LINGEWAARD;8402
1859;BERKELLAND;8149
0252;HEUMEN;1734
0164;HENGELO OV;6818
0262;LOCHEM;4324
0226;DUIVEN;2369